t,h
1126259461.9263,3.0611869047619043e-22
1126259461.9264,3.0382561904761903e-22
1126259461.9264998,3.014788571428571e-22
1126259461.9266,2.990784047619047e-22
1126259461.9267,2.966242619047617e-22
1126259461.9268,2.9411838095238075e-22
1126259461.9269,2.9155978571428573e-22
1126259461.9269998,2.8894945238095237e-22
1126259461.9271,2.86288357142857e-22
1126259461.9271998,2.835765e-22
1126259461.9273,2.8081388095238096e-22
1126259461.9274,2.780005e-22
1126259461.9275,2.751383095238095e-22
1126259461.9276,2.7222730952380946e-22
1126259461.9277,2.6926749999999994e-22
1126259461.9278,2.662598571428571e-22
1126259461.9278998,2.632034047619047e-22
1126259461.928,2.601010714285714e-22
1126259461.9281,2.569509047619047e-22
1126259461.9282,2.537548571428571e-22
1126259461.9283,2.505139047619048e-22
1126259461.9284,2.4722707142857144e-22
1126259461.9285,2.438963095238095e-22
1126259461.9285998,2.4052161904761903e-22
1126259461.9287,2.3710299999999998e-22
1126259461.9288,2.3364240476190476e-22
1126259461.9289,2.301398333333333e-22
1126259461.929,2.2659626190476187e-22
1126259461.9291,2.2301071428571423e-22
1126259461.9292,2.1938611904761905e-22
1126259461.9293,2.157215e-22
1126259461.9294,2.120188095238095e-22
1126259461.9295,2.082770714285714e-22
1126259461.9296,2.0449823809523806e-22
1126259461.9297,2.006823095238095e-22
1126259461.9298,1.9683026190476189e-22
1126259461.9299,1.9294307142857141e-22
1126259461.93,1.890197619047619e-22
1126259461.9301,1.850622857142857e-22
1126259461.9302,1.8107161904761903e-22
1126259461.9303,1.7704678571428569e-22
1126259461.9304,1.729907142857143e-22
1126259461.9305,1.6890242857142857e-22
1126259461.9306,1.6478290476190472e-22
1126259461.9307,1.6063311904761898e-22
1126259461.9308,1.5645404761904758e-22
1126259461.9309,1.522466666666666e-22
1126259461.931,1.4801097619047623e-22
1126259461.9311,1.4374795238095232e-22
1126259461.9312,1.3945857142857138e-22
1126259461.9313,1.3514380952380952e-22
1126259461.9314,1.3080464285714284e-22
1126259461.9315,1.2644107142857142e-22
1126259461.9316,1.220550476190476e-22
1126259461.9317,1.1764657142857144e-22
1126259461.9318,1.1321564285714282e-22
1126259461.9319,1.0876421428571427e-22
1126259461.932,1.0429326190476188e-22
1126259461.9321,9.980278571428567e-23
1126259461.9322,9.529278571428567e-23
1126259461.9323,9.076619047619046e-23
1126259461.9324,8.622202380952383e-23
1126259461.9325,8.16612619047619e-23
1126259461.9326,7.708488095238092e-23
1126259461.9327,7.249385714285711e-23
1126259461.9328,6.788916666666663e-23
1126259461.9329,6.327080952380952e-23
1126259461.933,5.86397619047619e-23
1126259461.9331,5.399797619047618e-23
1126259461.9332,4.934447619047618e-23
1126259461.9333,4.4681214285714274e-23
1126259461.9334,4.001014285714286e-23
1126259461.9335,3.532930952380953e-23
1126259461.9336,3.0641642857142854e-23
1126259461.9336998,2.5948119047619044e-23
1126259461.9338,2.1248738095238093e-23
1126259461.9339,1.654447619047619e-23
1126259461.9339998,1.1836309523809523e-23
1126259461.9341,7.125214285714284e-24
1126259461.9342,2.411190476190476e-24
1126259461.9343,-2.302833333333333e-24
1126259461.9343998,-7.017833333333333e-24
1126259461.9345,-1.1732833333333332e-23
1126259461.9346,-1.6445880952380955e-23
1126259461.9347,-2.115697619047619e-23
1126259461.9348,-2.586514285714286e-23
1126259461.9349,-3.056940476190476e-23
1126259461.935,-3.526878571428571e-23
1126259461.9350998,-3.9962309523809524e-23
1126259461.9352,-4.4649976190476187e-23
1126259461.9353,-4.9330809523809524e-23
1126259461.9354,-5.400383333333333e-23
1126259461.9355,-5.866709523809522e-23
1126259461.9356,-6.33215714285714e-23
1126259461.9357,-6.796433333333334e-23
1126259461.9357998,-7.25973333333333e-23
1126259461.9359,-7.721764285714285e-23
1126259461.936,-8.182526190476189e-23
1126259461.9361,-8.641921428571426e-23
1126259461.9362,-9.099949999999999e-23
1126259461.9363,-9.556319047619043e-23
1126259461.9364,-1.001122380952381e-22
1126259461.9364998,-1.0464371428571429e-22
1126259461.9366,-1.0915859523809526e-22
1126259461.9367,-1.1365395238095235e-22
1126259461.9368,-1.1813076190476188e-22
1126259461.9369,-1.225880476190476e-22
1126259461.937,-1.270238571428571e-22
1126259461.9371,-1.3143819047619048e-22
1126259461.9372,-1.358300714285714e-22
1126259461.9373,-1.401985238095238e-22
1126259461.9374,-1.4454257142857142e-22
1126259461.9375,-1.4886123809523805e-22
1126259461.9376,-1.5315549999999998e-22
1126259461.9377,-1.5742145238095233e-22
1126259461.9378,-1.6166104761904759e-22
1126259461.9379,-1.6587233333333333e-22
1126259461.938,-1.7005433333333327e-22
1126259461.9381,-1.7420704761904762e-22
1126259461.9382,-1.783285238095238e-22
1126259461.9383,-1.8241876190476189e-22
1126259461.9384,-1.8647678571428568e-22
1126259461.9385,-1.9050161904761902e-22
1126259461.9386,-1.944932619047619e-22
1126259461.9387,-1.984497619047619e-22
1126259461.9388,-2.023720952380952e-22
1126259461.9389,-2.062583095238095e-22
1126259461.939,-2.1010742857142855e-22
1126259461.9391,-2.139204285714286e-22
1126259461.9392,-2.1769438095238096e-22
1126259461.9393,-2.214302619047619e-22
1126259461.9394,-2.251270952380952e-22
1126259461.9395,-2.2878390476190477e-22
1126259461.9396,-2.3239971428571427e-22
1126259461.9397,-2.359755e-22
1126259461.9398,-2.3950833333333335e-22
1126259461.9399,-2.4299919047619043e-22
1126259461.94,-2.464470952380952e-22
1126259461.9401,-2.498510714285714e-22
1126259461.9402,-2.5321209523809523e-22
1126259461.9403,-2.565272380952381e-22
1126259461.9404,-2.597974761904762e-22
1126259461.9405,-2.630228095238095e-22
1126259461.9406,-2.6620128571428566e-22
1126259461.9407,-2.6933290476190473e-22
1126259461.9408,-2.724166904761904e-22
1126259461.9408998,-2.7545264285714283e-22
1126259461.941,-2.784407619047617e-22
1126259461.9411,-2.813790952380952e-22
1126259461.9412,-2.842676428571428e-22
1126259461.9413,-2.871054285714285e-22
1126259461.9414,-2.8989342857142854e-22
1126259461.9415,-2.926287142857142e-22
1126259461.9415998,-2.953122619047617e-22
1126259461.9417,-2.97942119047619e-22
1126259461.9418,-3.005192619047617e-22
1126259461.9419,-3.030427142857141e-22
1126259461.942,-3.055114999999998e-22
1126259461.9421,-3.0792464285714285e-22
1126259461.9422,-3.1028214285714285e-22
1126259461.9422998,-3.12584e-22
1126259461.9424,-3.1482923809523806e-22
1126259461.9425,-3.170178571428571e-22
1126259461.9426,-3.1914888095238082e-22
1126259461.9427,-3.2122230952380935e-22
1126259461.9428,-3.2323716666666646e-22
1126259461.9429,-3.2519442857142835e-22
1126259461.943,-3.27093119047619e-22
1126259461.9431,-3.289322619047619e-22
1126259461.9432,-3.3071283333333313e-22
1126259461.9433,-3.324338571428571e-22
1126259461.9434,-3.3409435714285722e-22
1126259461.9435,-3.3569530952380947e-22
1126259461.9436,-3.3723573809523813e-22
1126259461.9436998,-3.3871661904761903e-22
1126259461.9438,-3.4013502380952364e-22
1126259461.9439,-3.4149388095238077e-22
1126259461.944,-3.4279026190476186e-22
1126259461.9441,-3.440251428571428e-22
1126259461.9442,-3.451985238095236e-22
1126259461.9443,-3.4630942857142854e-22
1126259461.9443998,-3.473588333333333e-22
1126259461.9445,-3.4834478571428567e-22
1126259461.9446,-3.492682619047617e-22
1126259461.9447,-3.5012926190476186e-22
1126259461.9448,-3.509268095238095e-22
1126259461.9449,-3.5166188095238094e-22
1126259461.945,-3.523325238095238e-22
1126259461.9451,-3.529406904761904e-22
1126259461.9452,-3.5348442857142857e-22
1126259461.9453,-3.5396471428571424e-22
1126259461.9454,-3.543805714285714e-22
1126259461.9455,-3.547329761904762e-22
1126259461.9456,-3.5502095238095237e-22
1126259461.9457,-3.5524449999999996e-22
1126259461.9458,-3.5540361904761897e-22
1126259461.9459,-3.5549733333333327e-22
1126259461.946,-3.5552759523809523e-22
1126259461.9461,-3.5549147619047615e-22
1126259461.9462,-3.553919047619047e-22
1126259461.9463,-3.552269285714285e-22
1126259461.9464,-3.549965476190476e-22
1126259461.9465,-3.54701738095238e-22
1126259461.9466,-3.5434152380952366e-22
1126259461.9467,-3.5391688095238095e-22
1126259461.9468,-3.534268333333333e-22
1126259461.9469,-3.528723571428571e-22
1126259461.947,-3.5225345238095237e-22
1126259461.9471,-3.51570119047619e-22
1126259461.9472,-3.5082333333333314e-22
1126259461.9473,-3.500111428571427e-22
1126259461.9474,-3.4913647619047616e-22
1126259461.9475,-3.4819738095238096e-22
1126259461.9476,-3.471948333333333e-22
1126259461.9477,-3.461298095238093e-22
1126259461.9478,-3.4500133333333335e-22
1126259461.9479,-3.438103809523809e-22
1126259461.948,-3.425559761904761e-22
1126259461.9481,-3.412400714285714e-22
1126259461.9482,-3.398616904761905e-22
1126259461.9483,-3.384218095238095e-22
1126259461.9484,-3.3692042857142855e-22
1126259461.9485,-3.353565714285714e-22
1126259461.9486,-3.337321904761903e-22
1126259461.9487,-3.320463095238094e-22
1126259461.9487998,-3.303008809523809e-22
1126259461.9489,-3.2849395238095225e-22
1126259461.949,-3.2662649999999985e-22
1126259461.9491,-3.246995e-22
1126259461.9492,-3.227129523809522e-22
1126259461.9493,-3.206668571428572e-22
1126259461.9494,-3.1856219047619045e-22
1126259461.9494998,-3.16397976190476e-22
1126259461.9496,-3.1417616666666665e-22
1126259461.9497,-3.118957857142857e-22
1126259461.9498,-3.0955878571428553e-22
1126259461.9499,-3.0716419047619043e-22
1126259461.95,-3.0471297619047618e-22
1126259461.9501,-3.022051428571428e-22
1126259461.9501998,-2.9964166666666664e-22
1126259461.9503,-2.9702352380952375e-22
1126259461.9504,-2.9434973809523806e-22
1126259461.9505,-2.916222619047618e-22
1126259461.9506,-2.88840119047619e-22
1126259461.9507,-2.860042857142858e-22
1126259461.9508,-2.8311671428571426e-22
1126259461.9508998,-2.8017642857142847e-22
1126259461.951,-2.7718440476190477e-22
1126259461.9511,-2.741406428571428e-22
1126259461.9512,-2.71046119047619e-22
1126259461.9513,-2.679018095238095e-22
1126259461.9514,-2.6470771428571427e-22
1126259461.9515,-2.614648095238095e-22
1126259461.9515998,-2.581740714285714e-22
1126259461.9517,-2.5483452380952376e-22
1126259461.9518,-2.51448119047619e-22
1126259461.9519,-2.4801485714285716e-22
1126259461.952,-2.445357142857143e-22
1126259461.9521,-2.410116666666667e-22
1126259461.9522,-2.3744271428571426e-22
1126259461.9522998,-2.338288571428571e-22
1126259461.9524,-2.301720476190476e-22
1126259461.9525,-2.2647326190476195e-22
1126259461.9526,-2.227315238095238e-22
1126259461.9527,-2.189478095238095e-22
1126259461.9528,-2.1512407142857137e-22
1126259461.9529,-2.112593333333333e-22
1126259461.953,-2.073555476190476e-22
1126259461.9531,-2.0341271428571426e-22
1126259461.9532,-1.994318095238095e-22
1126259461.9533,-1.9541380952380951e-22
1126259461.9534,-1.9135969047619046e-22
1126259461.9535,-1.8726847619047617e-22
1126259461.9536,-1.8314309523809522e-22
1126259461.9537,-1.789825714285714e-22
1126259461.9538,-1.747878809523809e-22
1126259461.9539,-1.7056097619047613e-22
1126259461.954,-1.6630185714285713e-22
1126259461.9541,-1.6201149999999996e-22
1126259461.9542,-1.5768990476190475e-22
1126259461.9543,-1.533390238095238e-22
1126259461.9544,-1.4895885714285719e-22
1126259461.9545,-1.445513571428571e-22
1126259461.9546,-1.401155476190476e-22
1126259461.9547,-1.3565338095238096e-22
1126259461.9548,-1.3116583333333333e-22
1126259461.9549,-1.2665290476190474e-22
1126259461.955,-1.2211654761904762e-22
1126259461.9551,-1.175557857142857e-22
1126259461.9552,-1.1297354761904758e-22
1126259461.9553,-1.083698333333333e-22
1126259461.9554,-1.0374464285714284e-22
1126259461.9555,-9.909992857142853e-23
1126259461.9556,-9.443569047619047e-23
1126259461.9557,-8.975388095238091e-23
1126259461.9558,-8.505449999999997e-23
1126259461.9559,-8.033852380952377e-23
1126259461.956,-7.560692857142859e-23
1126259461.9561,-7.086069047619046e-23
1126259461.9562,-6.609980952380949e-23
1126259461.9563,-6.13262380952381e-23
1126259461.9564,-5.654095238095237e-23
1126259461.9565,-5.1743952380952365e-23
1126259461.9566,-4.6936214285714273e-23
1126259461.9566998,-4.2119690476190473e-23
1126259461.9568,-3.729340476190477e-23
1126259461.9569,-3.2460285714285707e-23
1126259461.957,-2.762033333333334e-23
1126259461.9571,-2.2773547619047618e-23
1126259461.9572,-1.7921880952380954e-23
1126259461.9573,-1.3067285714285713e-23
1126259461.9573998,-8.207809523809524e-24
1126259461.9575,-3.3463809523809524e-24
1126259461.9576,1.5160238095238092e-24
1126259461.9577,6.379404761904761e-24
1126259461.9578,1.1241809523809523e-23
1126259461.9579,1.610323809523809e-23
1126259461.958,2.0962714285714283e-23
1126259461.9580998,2.5819261904761905e-23
1126259461.9582,3.067190476190475e-23
1126259461.9583,3.552064285714286e-23
1126259461.9584,4.0362547619047616e-23
1126259461.9585,4.519761904761904e-23
1126259461.9586,5.002585714285713e-23
1126259461.9587,5.484530952380953e-23
1126259461.9587998,5.965597619047618e-23
1126259461.9589,6.445590476190477e-23
1126259461.9589999,6.924607142857144e-23
1126259461.9591,7.402257142857142e-23
1126259461.9592,7.878735714285712e-23
1126259461.9593,8.35384761904762e-23
1126259461.9594,8.827397619047616e-23
1126259461.9594998,9.299483333333332e-23
1126259461.9596,9.769909523809523e-23
1126259461.9597,1.0238676190476191e-22
1126259461.9598,1.0705588095238092e-22
1126259461.9599,1.1170547619047617e-22
1126259461.96,1.1633554761904762e-22
1126259461.9601,1.2094511904761905e-22
1126259461.9602,1.2553223809523809e-22
1126259461.9603,1.3009788095238092e-22
1126259461.9604,1.3464009523809522e-22
1126259461.9605,1.391579047619048e-22
1126259461.9606,1.4365033333333337e-22
1126259461.9607,1.4811738095238094e-22
1126259461.9608,1.525570952380952e-22
1126259461.9609,1.5696947619047615e-22
1126259461.961,1.6135452380952376e-22
1126259461.9611,1.6570930952380947e-22
1126259461.9612,1.700338333333333e-22
1126259461.9613,1.743280952380952e-22
1126259461.9614,1.7859111904761904e-22
1126259461.9615,1.8282095238095238e-22
1126259461.9616,1.870185714285714e-22
1126259461.9617,1.9118104761904763e-22
1126259461.9618,1.9530935714285714e-22
1126259461.9619,1.994025238095238e-22
1126259461.962,2.034595714285714e-22
1126259461.9621,2.0747854761904763e-22
1126259461.9622,2.1146042857142853e-22
1126259461.9623,2.154032619047619e-22
1126259461.9624,2.1930704761904755e-22
1126259461.9625,2.2317080952380953e-22
1126259461.9626,2.269935714285714e-22
1126259461.9627,2.3077435714285714e-22
1126259461.9628,2.345141428571428e-22
1126259461.9629,2.3820999999999995e-22
1126259461.963,2.4186192857142854e-22
1126259461.9631,2.454699285714286e-22
1126259461.9632,2.490330238095237e-22
1126259461.9633,2.525502380952381e-22
1126259461.9634,2.5602157142857143e-22
1126259461.9635,2.5944507142857136e-22
1126259461.9636,2.628217142857143e-22
1126259461.9637,2.6614954761904757e-22
1126259461.9638,2.6942759523809524e-22
1126259461.9639,2.7265683333333333e-22
1126259461.964,2.7583628571428573e-22
1126259461.9641,2.78964976190476e-22
1126259461.9642,2.8204095238095244e-22
1126259461.9643,2.8506616666666657e-22
1126259461.9644,2.8803866666666664e-22
1126259461.9645,2.90957476190476e-22
1126259461.9645998,2.938225952380952e-22
1126259461.9647,2.966340238095238e-22
1126259461.9648,2.9938980952380953e-22
1126259461.9649,3.020909285714286e-22
1126259461.965,3.0473542857142856e-22
1126259461.9651,3.0732330952380958e-22
1126259461.9652,3.0985457142857143e-22
1126259461.9652998,3.1232921428571423e-22
1126259461.9654,3.147443095238095e-22
1126259461.9655,3.1710180952380954e-22
1126259461.9656,3.1940073809523807e-22
1126259461.9657,3.2164011904761883e-22
1126259461.9658,3.2381995238095235e-22
1126259461.9659,3.25939261904762e-22
1126259461.966,3.2799804761904757e-22
1126259461.9661,3.299953333333333e-22
1126259461.9662,3.3193209523809503e-22
1126259461.9663,3.338073571428572e-22
1126259461.9664,3.3562014285714284e-22
1126259461.9665,3.3737142857142855e-22
1126259461.9666,3.3905926190476187e-22
1126259461.9666998,3.4068461904761905e-22
1126259461.9668,3.4224652380952375e-22
1126259461.9669,3.437449761904762e-22
1126259461.967,3.4517899999999997e-22
1126259461.9671,3.465485952380952e-22
1126259461.9672,3.4785473809523807e-22
1126259461.9673,3.4909449999999995e-22
1126259461.9673998,3.5027080952380954e-22
1126259461.9675,3.513807380952379e-22
1126259461.9676,3.5242526190476187e-22
1126259461.9677,3.534034047619047e-22
1126259461.9678,3.5431614285714286e-22
1126259461.9679,3.5516249999999996e-22
1126259461.968,3.559415e-22
1126259461.9681,3.566550952380953e-22
1126259461.9682,3.573013333333333e-22
1126259461.9683,3.5788021428571426e-22
1126259461.9684,3.583917380952381e-22
1126259461.9685,3.5883688095238092e-22
1126259461.9686,3.5921466666666665e-22
1126259461.9687,3.5952509523809517e-22
1126259461.9688,3.597671904761903e-22
1126259461.9689,3.5994290476190475e-22
1126259461.9689999,3.6005126190476195e-22
1126259461.9691,3.600912857142857e-22
1126259461.9692,3.6006395238095236e-22
1126259461.9693,3.599692619047619e-22
1126259461.9694,3.598072142857143e-22
1126259461.9695,3.5957683333333318e-22
1126259461.9696,3.592800714285714e-22
1126259461.9697,3.589149761904762e-22
1126259461.9698,3.584825238095238e-22
1126259461.9699,3.5798369047619045e-22
1126259461.97,3.5741652380952386e-22
1126259461.9701,3.5678199999999997e-22
1126259461.9702,3.560810952380952e-22
1126259461.9703,3.5531283333333337e-22
1126259461.9704,3.544781904761904e-22
1126259461.9705,3.5357619047619047e-22
1126259461.9706,3.526078095238095e-22
1126259461.9707,3.5157304761904765e-22
1126259461.9708,3.504709285714284e-22
1126259461.9709,3.493043809523809e-22
1126259461.971,3.4807047619047614e-22
1126259461.9711,3.4677214285714283e-22
1126259461.9712,3.4540742857142853e-22
1126259461.9713,3.439782857142857e-22
1126259461.9714,3.4248373809523805e-22
1126259461.9715,3.40924761904762e-22
1126259461.9716,3.3930038095238093e-22
1126259461.9717,3.3761352380952362e-22
1126259461.9718,3.3586126190476185e-22
1126259461.9719,3.340465238095236e-22
1126259461.972,3.3216833333333317e-22
1126259461.9721,3.302266904761903e-22
1126259461.9722,3.2822354761904757e-22
1126259461.9723,3.2615695238095237e-22
1126259461.9724,3.240298333333333e-22
1126259461.9724998,3.2184023809523808e-22
1126259461.9726,3.195891428571429e-22
1126259461.9727,3.172784999999998e-22
1126259461.9728,3.149063571428571e-22
1126259461.9729,3.1247564285714283e-22
1126259461.973,3.0998440476190477e-22
1126259461.9731,3.074345952380952e-22
1126259461.9731998,3.0482621428571425e-22
1126259461.9733,3.021602380952381e-22
1126259461.9734,2.994366666666666e-22
1126259461.9735,2.9665647619047617e-22
1126259461.9736,2.9381869047619055e-22
1126259461.9737,2.909252619047619e-22
1126259461.9738,2.8797716666666665e-22
1126259461.9738998,2.849734285714285e-22
1126259461.974,2.81916e-22
1126259461.9741,2.7880488095238103e-22
1126259461.9742,2.7564007142857125e-22
1126259461.9743,2.724235238095238e-22
1126259461.9744,2.6915426190476186e-22
1126259461.9745,2.6583326190476187e-22
1126259461.9745998,2.624624761904762e-22
1126259461.9747,2.5904092857142863e-22
1126259461.9748,2.5556959523809528e-22
1126259461.9749,2.520504285714285e-22
1126259461.975,2.484824523809524e-22
1126259461.9751,2.448666428571428e-22
1126259461.9752,2.412039761904762e-22
1126259461.9752998,2.3749445238095235e-22
1126259461.9754,2.337400238095238e-22
1126259461.9755,2.2994069047619044e-22
1126259461.9756,2.260974285714286e-22
1126259461.9757,2.222102380952381e-22
1126259461.9758,2.1828009523809522e-22
1126259461.9759,2.143079761904762e-22
1126259461.976,2.102948571428571e-22
1126259461.9761,2.0624171428571426e-22
1126259461.9762,2.0214854761904759e-22
1126259461.9763,1.9801633333333331e-22
1126259461.9764,1.9384507142857142e-22
1126259461.9765,1.8963769047619046e-22
1126259461.9766,1.8539321428571427e-22
1126259461.9767,1.8111261904761903e-22
1126259461.9768,1.7679688095238094e-22
1126259461.9769,1.7244697619047615e-22
1126259461.977,1.680638809523809e-22
1126259461.9771,1.6364759523809526e-22
1126259461.9772,1.5920007142857137e-22
1126259461.9773,1.5472228571428567e-22
1126259461.9774,1.502132619047619e-22
1126259461.9775,1.4567495238095237e-22
1126259461.9776,1.4110930952380953e-22
1126259461.9777,1.3651535714285712e-22
1126259461.9778,1.3189504761904763e-22
1126259461.9779,1.2724838095238094e-22
1126259461.978,1.2257730952380953e-22
1126259461.9781,1.178818333333333e-22
1126259461.9782,1.1316292857142855e-22
1126259461.9783,1.084225476190476e-22
1126259461.9784,1.0365971428571426e-22
1126259461.9785,9.887735714285714e-23
1126259461.9786,9.407449999999998e-23
1126259461.9787,8.925407142857143e-23
1126259461.9788,8.44150952380952e-23
1126259461.9789,7.955952380952381e-23
1126259461.9789999,7.46883333333333e-23
1126259461.9791,6.980152380952379e-23
1126259461.9792,6.49010476190476e-23
1126259461.9793,5.998690476190474e-23
1126259461.9794,5.506104761904761e-23
1126259461.9795,5.012445238095237e-23
1126259461.9796,4.517614285714284e-23
1126259461.9797,4.0219047619047624e-23
1126259461.9798,3.5254142857142864e-23
1126259461.9799,3.028045238095238e-23
1126259461.98,2.5300904761904764e-23
1126259461.9801,2.03155e-23
1126259461.9802,1.5325214285714284e-23
1126259461.9803,1.0331023809523808e-23
1126259461.9803998,5.3339047619047616e-24
1126259461.9805,3.348333333333332e-25
1126259461.9806,-4.664238095238094e-24
1126259461.9807,-9.664285714285715e-24
1126259461.9808,-1.466335714285714e-23
1126259461.9809,-1.9659499999999998e-23
1126259461.981,-2.4653690476190474e-23
1126259461.9810998,-2.964397619047619e-23
1126259461.9812,-3.462938095238095e-23
1126259461.9813,-3.9607952380952374e-23
1126259461.9814,-4.458066666666666e-23
1126259461.9815,-4.9546547619047613e-23
1126259461.9816,-5.450266666666666e-23
1126259461.9817,-5.94490238095238e-23
1126259461.9817998,-6.438561904761906e-23
1126259461.9819,-6.930952380952379e-23
1126259461.9819999,-7.422171428571428e-23
1126259461.9821,-7.912121428571427e-23
1126259461.9822,-8.400509523809521e-23
1126259461.9823,-8.887433333333332e-23
1126259461.9824,-9.372795238095238e-23
1126259461.9824998,-9.856302380952381e-23
1126259461.9826,-1.0338149999999999e-22
1126259461.9827,-1.0817947619047616e-22
1126259461.9828,-1.1295890476190475e-22
1126259461.9829,-1.1771685714285711e-22
1126259461.983,-1.224533333333333e-22
1126259461.9831,-1.2716735714285713e-22
1126259461.9831998,-1.3185795238095236e-22
1126259461.9833,-1.3652414285714283e-22
1126259461.9834,-1.4116495238095235e-22
1126259461.9835,-1.4577940476190471e-22
1126259461.9836,-1.503665238095238e-22
1126259461.9837,-1.5492630952380956e-22
1126259461.9838,-1.5945680952380947e-22
1126259461.9839,-1.6395802380952376e-22
1126259461.984,-1.6842897619047613e-22
1126259461.9841,-1.7286771428571421e-22
1126259461.9842,-1.772742380952381e-22
1126259461.9843,-1.8164757142857143e-22
1126259461.9844,-1.8598673809523808e-22
1126259461.9845,-1.902907619047619e-22
1126259461.9846,-1.9455964285714284e-22
1126259461.9847,-1.9879240476190474e-22
1126259461.9848,-2.0298709523809522e-22
1126259461.9849,-2.0714371428571426e-22
1126259461.985,-2.1126030952380948e-22
1126259461.9851,-2.153388333333333e-22
1126259461.9852,-2.1937538095238096e-22
1126259461.9853,-2.2337092857142854e-22
1126259461.9854,-2.273245e-22
1126259461.9855,-2.312341428571428e-22
1126259461.9856,-2.351008333333333e-22
1126259461.9857,-2.38922619047619e-22
1126259461.9858,-2.426995e-22
1126259461.9859,-2.464305e-22
1126259461.986,-2.5011464285714284e-22
1126259461.9861,-2.5375095238095236e-22
1126259461.9862,-2.5733942857142856e-22
1126259461.9863,-2.6087909523809517e-22
1126259461.9864,-2.6436995238095235e-22
1126259461.9865,-2.678090714285714e-22
1126259461.9866,-2.7119840476190468e-22
1126259461.9867,-2.7453599999999992e-22
1126259461.9868,-2.7782088095238073e-22
1126259461.9869,-2.8105402380952377e-22
1126259461.987,-2.842325e-22
1126259461.9871,-2.873572857142857e-22
1126259461.9872,-2.904274047619047e-22
1126259461.9873,-2.934418809523809e-22
1126259461.9874,-2.9640071428571425e-22
1126259461.9875,-2.9930292857142856e-22
1126259461.9875998,-3.021475476190476e-22
1126259461.9877,-3.0493554761904757e-22
1126259461.9878,-3.0766399999999997e-22
1126259461.9879,-3.103348571428571e-22
1126259461.988,-3.1294519047619026e-22
1126259461.9881,-3.154969523809523e-22
1126259461.9882,-3.1798721428571423e-22
1126259461.9882998,-3.204179285714285e-22
1126259461.9884,-3.2278616666666646e-22
1126259461.9885,-3.2509290476190456e-22
1126259461.9886,-3.273381428571427e-22
1126259461.9887,-3.295199285714285e-22
1126259461.9888,-3.3163923809523797e-22
1126259461.9889,-3.336941190476191e-22
1126259461.9889998,-3.356865238095238e-22
1126259461.9891,-3.3761352380952362e-22
1126259461.9892,-3.394760952380952e-22
1126259461.9893,-3.412742380952381e-22
1126259461.9894,-3.4300599999999997e-22
1126259461.9895,-3.4467235714285697e-22
1126259461.9896,-3.462733095238095e-22
1126259461.9896998,-3.478069047619047e-22
1126259461.9898,-3.4927411904761907e-22
1126259461.9899,-3.506749523809522e-22
1126259461.99,-3.5200745238095235e-22
1126259461.9901,-3.53271619047619e-22
1126259461.9902,-3.5446842857142854e-22
1126259461.9903,-3.555969047619047e-22
1126259461.9903998,-3.566570476190476e-22
1126259461.9905,-3.5764788095238094e-22
1126259461.9906,-3.5856940476190476e-22
1126259461.9907,-3.59421619047619e-22
1126259461.9908,-3.602045238095238e-22
1126259461.9909,-3.6091714285714283e-22
1126259461.9910002,-3.6156045238095235e-22
1126259461.9910998,-3.6213347619047617e-22
1126259461.9912,-3.6263621428571426e-22
1126259461.9913,-3.630686666666666e-22
1126259461.9914,-3.634308333333333e-22
1126259461.9915,-3.6372271428571427e-22
1126259461.9916,-3.639433333333333e-22
1126259461.9917,-3.640936666666666e-22
1126259461.9918,-3.6417371428571427e-22
1126259461.9919,-3.6418347619047616e-22
1126259461.9919999,-3.6412197619047613e-22
1126259461.9921,-3.639901904761906e-22
1126259461.9922,-3.63788119047619e-22
1126259461.9923,-3.635157619047619e-22
1126259461.9924,-3.63173119047619e-22
1126259461.9925,-3.6275921428571423e-22
1126259461.9926,-3.62276e-22
1126259461.9927,-3.617225e-22
1126259461.9928,-3.6109773809523806e-22
1126259461.9929,-3.6040464285714284e-22
1126259461.993,-3.5964028571428566e-22
1126259461.9931,-3.5880759523809526e-22
1126259461.9932,-3.57904619047619e-22
1126259461.9933,-3.5693135714285713e-22
1126259461.9934,-3.558897619047619e-22
1126259461.9935,-3.547788571428571e-22
1126259461.9936,-3.535986428571429e-22
1126259461.9937,-3.523500952380952e-22
1126259461.9938,-3.5103223809523806e-22
1126259461.9939,-3.496470238095238e-22
1126259461.994,-3.4819249999999985e-22
1126259461.9941,-3.46670619047619e-22
1126259461.9942,-3.4508138095238076e-22
1126259461.9943,-3.434247857142855e-22
1126259461.9944,-3.4170083333333315e-22
1126259461.9945,-3.3991049999999994e-22
1126259461.9946,-3.3805280952380947e-22
1126259461.9947,-3.361297142857143e-22
1126259461.9948,-3.341412142857143e-22
1126259461.9949,-3.320863333333331e-22
1126259461.995,-3.299670238095238e-22
1126259461.9951,-3.2778328571428566e-22
1126259461.9952,-3.25535119047619e-22
1126259461.9953,-3.232234999999998e-22
1126259461.9954,-3.2084842857142863e-22
1126259461.9954998,-3.1840990476190473e-22
1126259461.9956,-3.159089047619048e-22
1126259461.9957,-3.133464047619048e-22
1126259461.9958,-3.107224047619046e-22
1126259461.9959,-3.0803690476190472e-22
1126259461.996,-3.052908809523809e-22
1126259461.9961,-3.024853095238095e-22
1126259461.9961998,-2.996192142857141e-22
